date,store,item,sales
2015-03-21,9,19,35
2015-03-22,9,19,51
2015-03-23,9,19,31
2015-03-24,9,19,39
2015-03-25,9,19,32
2015-03-26,9,19,44
2015-03-27,9,19,47
2015-03-28,9,19,36
2015-03-29,9,19,53
2015-03-30,9,19,28
2015-03-31,9,19,46
2015-04-01,9,19,37
2015-04-02,9,19,52
2015-04-03,9,19,40
2015-04-04,9,19,52
2015-04-05,9,19,57
2015-04-06,9,19,31
2015-04-07,9,19,58
2015-04-08,9,19,41
2015-04-09,9,19,37
2015-04-10,9,19,44
2015-04-11,9,19,52
2015-04-12,9,19,39
2015-04-13,9,19,37
2015-04-14,9,19,37
2015-04-15,9,19,51
2015-04-16,9,19,49
2015-04-17,9,19,44
2015-04-18,9,19,55
2015-04-19,9,19,71
2015-04-20,9,19,31
2015-04-21,9,19,47
2015-04-22,9,19,45
2015-04-23,9,19,57
2015-04-24,9,19,46
2015-04-25,9,19,61
2015-04-26,9,19,36
2015-04-27,9,19,33
2015-04-28,9,19,46
2015-04-29,9,19,43
2015-04-30,9,19,42
2015-05-01,9,19,54
2015-05-02,9,19,61
2015-05-03,9,19,70
2015-05-04,9,19,36
2015-05-05,9,19,51
2015-05-06,9,19,39
2015-05-07,9,19,46
2015-05-08,9,19,46
2015-05-09,9,19,48
2015-05-10,9,19,58
2015-05-11,9,19,37
2015-05-12,9,19,48
2015-05-13,9,19,60
2015-05-14,9,19,54
2015-05-15,9,19,63
2015-05-16,9,19,49
2015-05-17,9,19,61
2015-05-18,9,19,43
2015-05-19,9,19,39
2015-05-20,9,19,56
2015-05-21,9,19,52
2015-05-22,9,19,48
2015-05-23,9,19,56
2015-05-24,9,19,56
2015-05-25,9,19,35
2015-05-26,9,19,46
2015-05-27,9,19,48
2015-05-28,9,19,48
2015-05-29,9,19,63
2015-05-30,9,19,50
2015-05-31,9,19,55
2015-06-01,9,19,43
2015-06-02,9,19,40
2015-06-03,9,19,46
2015-06-04,9,19,59
2015-06-05,9,19,51
2015-06-06,9,19,59
2015-06-07,9,19,67
2015-06-08,9,19,46
2015-06-09,9,19,48
2015-06-10,9,19,54
2015-06-11,9,19,57
2015-06-12,9,19,55
2015-06-13,9,19,48
2015-06-14,9,19,49
2015-06-15,9,19,34
2015-06-16,9,19,62
2015-06-17,9,19,51
2015-06-18,9,19,59
2015-06-19,9,19,45
2015-06-20,9,19,77
2015-06-21,9,19,54
2015-06-22,9,19,46
2015-06-23,9,19,49
2015-06-24,9,19,55
2015-06-25,9,19,48
2015-06-26,9,19,65
2015-06-27,9,19,54
2015-06-28,9,19,72
2015-06-29,9,19,41
2015-06-30,9,19,43
2015-07-01,9,19,52
2015-07-02,9,19,60
2015-07-03,9,19,62
2015-07-04,9,19,63
2015-07-05,9,19,58
2015-07-06,9,19,35
2015-07-07,9,19,50
2015-07-08,9,19,43
2015-07-09,9,19,52
2015-07-10,9,19,43
2015-07-11,9,19,53
2015-07-12,9,19,80
2015-07-13,9,19,40
2015-07-14,9,19,44
2015-07-15,9,19,56
2015-07-16,9,19,43
2015-07-17,9,19,45
2015-07-18,9,19,70
2015-07-19,9,19,65
2015-07-20,9,19,47
2015-07-21,9,19,45
2015-07-22,9,19,54
2015-07-23,9,19,35
2015-07-24,9,19,63
2015-07-25,9,19,49
2015-07-26,9,19,61
2015-07-27,9,19,45
2015-07-28,9,19,50
2015-07-29,9,19,52
2015-07-30,9,19,65
2015-07-31,9,19,58
2015-08-01,9,19,56
2015-08-02,9,19,55
2015-08-03,9,19,43
2015-08-04,9,19,41
2015-08-05,9,19,32
2015-08-06,9,19,48
2015-08-07,9,19,39
2015-08-08,9,19,54
2015-08-09,9,19,52
2015-08-10,9,19,49
2015-08-11,9,19,45
2015-08-12,9,19,49
2015-08-13,9,19,44
2015-08-14,9,19,42
2015-08-15,9,19,72
2015-08-16,9,19,48
2015-08-17,9,19,37
2015-08-18,9,19,46
2015-08-19,9,19,43
2015-08-20,9,19,52
2015-08-21,9,19,50
2015-08-22,9,19,53
2015-08-23,9,19,60
2015-08-24,9,19,50
2015-08-25,9,19,60
2015-08-26,9,19,44
2015-08-27,9,19,36
2015-08-28,9,19,51
2015-08-29,9,19,55
2015-08-30,9,19,72
2015-08-31,9,19,48
2015-09-01,9,19,47
2015-09-02,9,19,24
2015-09-03,9,19,36
2015-09-04,9,19,46
2015-09-05,9,19,56
2015-09-06,9,19,50
2015-09-07,9,19,18
2015-09-08,9,19,49
2015-09-09,9,19,33
2015-09-10,9,19,40
2015-09-11,9,19,47
2015-09-12,9,19,47
2015-09-13,9,19,52
2015-09-14,9,19,28
2015-09-15,9,19,65
2015-09-16,9,19,41
2015-09-17,9,19,41
2015-09-18,9,19,47
2015-09-19,9,19,51
2015-09-20,9,19,45
2015-09-21,9,19,33
2015-09-22,9,19,39
2015-09-23,9,19,42
2015-09-24,9,19,42
2015-09-25,9,19,33
2015-09-26,9,19,37
2015-09-27,9,19,59
2015-09-28,9,19,41
2015-09-29,9,19,41
2015-09-30,9,19,42
2015-10-01,9,19,38
2015-10-02,9,19,44
2015-10-03,9,19,48
2015-10-04,9,19,54
2015-10-05,9,19,29
2015-10-06,9,19,33
2015-10-07,9,19,21
2015-10-08,9,19,44
2015-10-09,9,19,47
2015-10-10,9,19,46
2015-10-11,9,19,51
2015-10-12,9,19,26
2015-10-13,9,19,40
2015-10-14,9,19,44
2015-10-15,9,19,38
2015-10-16,9,19,44
2015-10-17,9,19,46
2015-10-18,9,19,44
2015-10-19,9,19,31
2015-10-20,9,19,41
2015-10-21,9,19,34
2015-10-22,9,19,38
2015-10-23,9,19,45
2015-10-24,9,19,46
2015-10-25,9,19,59
2015-10-26,9,19,30
2015-10-27,9,19,39
2015-10-28,9,19,41
2015-10-29,9,19,60
2015-10-30,9,19,51
2015-10-31,9,19,60
2015-11-01,9,19,48
2015-11-02,9,19,42
2015-11-03,9,19,43
2015-11-04,9,19,35
2015-11-05,9,19,45
2015-11-06,9,19,51
2015-11-07,9,19,52
2015-11-08,9,19,57
2015-11-09,9,19,29
2015-11-10,9,19,44
2015-11-11,9,19,40
2015-11-12,9,19,60
2015-11-13,9,19,54
2015-11-14,9,19,54
2015-11-15,9,19,52
2015-11-16,9,19,27
2015-11-17,9,19,29
2015-11-18,9,19,38
2015-11-19,9,19,50
2015-11-20,9,19,37
2015-11-21,9,19,62
2015-11-22,9,19,54
2015-11-23,9,19,41
2015-11-24,9,19,47
2015-11-25,9,19,41
2015-11-26,9,19,55
2015-11-27,9,19,48
2015-11-28,9,19,52
2015-11-29,9,19,57
2015-11-30,9,19,29
2015-12-01,9,19,33
2015-12-02,9,19,31
2015-12-03,9,19,31
2015-12-04,9,19,36
2015-12-05,9,19,45
2015-12-06,9,19,41
2015-12-07,9,19,12
2015-12-08,9,19,23
2015-12-09,9,19,32
2015-12-10,9,19,29
2015-12-11,9,19,37
2015-12-12,9,19,36
2015-12-13,9,19,40
2015-12-14,9,19,22
2015-12-15,9,19,22
2015-12-16,9,19,40
2015-12-17,9,19,23
2015-12-18,9,19,41
2015-12-19,9,19,34
2015-12-20,9,19,41
2015-12-21,9,19,25
2015-12-22,9,19,35
2015-12-23,9,19,25
2015-12-24,9,19,40
2015-12-25,9,19,23
2015-12-26,9,19,20
2015-12-27,9,19,44
2015-12-28,9,19,25
2015-12-29,9,19,34
2015-12-30,9,19,23
2015-12-31,9,19,45
2016-01-01,9,19,29
2016-01-02,9,19,29
2016-01-03,9,19,29
2016-01-04,9,19,25
2016-01-05,9,19,29
2016-01-06,9,19,29
2016-01-07,9,19,30
2016-01-08,9,19,41
2016-01-09,9,19,34
2016-01-10,9,19,32
2016-01-11,9,19,19
2016-01-12,9,19,26
2016-01-13,9,19,31
2016-01-14,9,19,33
2016-01-15,9,19,26
2016-01-16,9,19,33
2016-01-17,9,19,30
2016-01-18,9,19,23
2016-01-19,9,19,29
2016-01-20,9,19,29
2016-01-21,9,19,40
2016-01-22,9,19,31
2016-01-23,9,19,40
2016-01-24,9,19,29
2016-01-25,9,19,25
2016-01-26,9,19,25
2016-01-27,9,19,31
2016-01-28,9,19,27
2016-01-29,9,19,43
2016-01-30,9,19,33
2016-01-31,9,19,41
2016-02-01,9,19,22
2016-02-02,9,19,30
2016-02-03,9,19,32
2016-02-04,9,19,38
2016-02-05,9,19,37
2016-02-06,9,19,39
2016-02-07,9,19,32
2016-02-08,9,19,29
2016-02-09,9,19,24
2016-02-10,9,19,28
2016-02-11,9,19,47
2016-02-12,9,19,33
2016-02-13,9,19,36
2016-02-14,9,19,34
2016-02-15,9,19,21
2016-02-16,9,19,33
2016-02-17,9,19,25
2016-02-18,9,19,42
2016-02-19,9,19,29
2016-02-20,9,19,44
2016-02-21,9,19,41
2016-02-22,9,19,29
2016-02-23,9,19,30
2016-02-24,9,19,42
2016-02-25,9,19,38
2016-02-26,9,19,35
2016-02-27,9,19,34
2016-02-28,9,19,50
2016-02-29,9,19,26
2016-03-01,9,19,45
2016-03-02,9,19,40
2016-03-03,9,19,38
2016-03-04,9,19,41
2016-03-05,9,19,41
2016-03-06,9,19,51
2016-03-07,9,19,37
2016-03-08,9,19,42
2016-03-09,9,19,51
2016-03-10,9,19,34
2016-03-11,9,19,49
2016-03-12,9,19,46
2016-03-13,9,19,46
2016-03-14,9,19,31
2016-03-15,9,19,43
2016-03-16,9,19,48
2016-03-17,9,19,49
2016-03-18,9,19,34
2016-03-19,9,19,36
2016-03-20,9,19,59
2016-03-21,9,19,32
2016-03-22,9,19,34
2016-03-23,9,19,41
2016-03-24,9,19,45
2016-03-25,9,19,50
2016-03-26,9,19,39
2016-03-27,9,19,42
2016-03-28,9,19,38
2016-03-29,9,19,38
2016-03-30,9,19,49
2016-03-31,9,19,40
2016-04-01,9,19,60
2016-04-02,9,19,61
2016-04-03,9,19,70
2016-04-04,9,19,37
2016-04-05,9,19,41
2016-04-06,9,19,43
2016-04-07,9,19,50
2016-04-08,9,19,41
2016-04-09,9,19,59
2016-04-10,9,19,50
2016-04-11,9,19,49
2016-04-12,9,19,42
2016-04-13,9,19,39
2016-04-14,9,19,50
2016-04-15,9,19,45
2016-04-16,9,19,56
2016-04-17,9,19,70
2016-04-18,9,19,37
2016-04-19,9,19,43
2016-04-20,9,19,61
2016-04-21,9,19,56
2016-04-22,9,19,36
2016-04-23,9,19,52
2016-04-24,9,19,49
2016-04-25,9,19,43
2016-04-26,9,19,50
2016-04-27,9,19,61
2016-04-28,9,19,47
2016-04-29,9,19,54
2016-04-30,9,19,60
2016-05-01,9,19,60
2016-05-02,9,19,45
2016-05-03,9,19,62
2016-05-04,9,19,53
2016-05-05,9,19,54
2016-05-06,9,19,53
2016-05-07,9,19,53
2016-05-08,9,19,59
2016-05-09,9,19,39
2016-05-10,9,19,60
2016-05-11,9,19,43
2016-05-12,9,19,42
2016-05-13,9,19,60
2016-05-14,9,19,55
2016-05-15,9,19,66
2016-05-16,9,19,36
2016-05-17,9,19,47
2016-05-18,9,19,43
2016-05-19,9,19,59
2016-05-20,9,19,54
2016-05-21,9,19,51
2016-05-22,9,19,73
2016-05-23,9,19,50
2016-05-24,9,19,37
2016-05-25,9,19,56
2016-05-26,9,19,50
2016-05-27,9,19,67
2016-05-28,9,19,53
2016-05-29,9,19,71
2016-05-30,9,19,35
2016-05-31,9,19,48
2016-06-01,9,19,50
2016-06-02,9,19,48
2016-06-03,9,19,58
2016-06-04,9,19,72
2016-06-05,9,19,82
2016-06-06,9,19,44
2016-06-07,9,19,62
2016-06-08,9,19,68
2016-06-09,9,19,47
2016-06-10,9,19,78
2016-06-11,9,19,60
2016-06-12,9,19,69
2016-06-13,9,19,37
2016-06-14,9,19,55
2016-06-15,9,19,53
2016-06-16,9,19,46
2016-06-17,9,19,57
2016-06-18,9,19,63
2016-06-19,9,19,76
2016-06-20,9,19,32
2016-06-21,9,19,57
2016-06-22,9,19,53
2016-06-23,9,19,60
2016-06-24,9,19,59
2016-06-25,9,19,59
2016-06-26,9,19,76
2016-06-27,9,19,43
2016-06-28,9,19,57
2016-06-29,9,19,57
2016-06-30,9,19,54
2016-07-01,9,19,70
2016-07-02,9,19,56
2016-07-03,9,19,70
2016-07-04,9,19,55
2016-07-05,9,19,42
2016-07-06,9,19,69
2016-07-07,9,19,73
2016-07-08,9,19,60
2016-07-09,9,19,75
2016-07-10,9,19,68
2016-07-11,9,19,35
2016-07-12,9,19,58
2016-07-13,9,19,58
2016-07-14,9,19,60
2016-07-15,9,19,76
2016-07-16,9,19,58
2016-07-17,9,19,69
2016-07-18,9,19,51
2016-07-19,9,19,44
2016-07-20,9,19,55
2016-07-21,9,19,71
2016-07-22,9,19,63
2016-07-23,9,19,48
2016-07-24,9,19,78
2016-07-25,9,19,53
2016-07-26,9,19,53
2016-07-27,9,19,55
2016-07-28,9,19,45
2016-07-29,9,19,70
2016-07-30,9,19,62
2016-07-31,9,19,71
2016-08-01,9,19,40
2016-08-02,9,19,53
2016-08-03,9,19,47
2016-08-04,9,19,53
2016-08-05,9,19,50
2016-08-06,9,19,65
2016-08-07,9,19,63
2016-08-08,9,19,42
2016-08-09,9,19,51
2016-08-10,9,19,46
2016-08-11,9,19,48
2016-08-12,9,19,54
2016-08-13,9,19,47
2016-08-14,9,19,72
2016-08-15,9,19,41
2016-08-16,9,19,49
2016-08-17,9,19,48
2016-08-18,9,19,49
2016-08-19,9,19,41
2016-08-20,9,19,53
2016-08-21,9,19,43
2016-08-22,9,19,44
2016-08-23,9,19,48
2016-08-24,9,19,38
2016-08-25,9,19,58
2016-08-26,9,19,37
2016-08-27,9,19,63
2016-08-28,9,19,59
2016-08-29,9,19,52
2016-08-30,9,19,51
2016-08-31,9,19,53
2016-09-01,9,19,41
2016-09-02,9,19,58
2016-09-03,9,19,54
2016-09-04,9,19,49
2016-09-05,9,19,45
2016-09-06,9,19,47
2016-09-07,9,19,32
2016-09-08,9,19,44
2016-09-09,9,19,58
2016-09-10,9,19,63
2016-09-11,9,19,45
2016-09-12,9,19,38
2016-09-13,9,19,52
2016-09-14,9,19,57
2016-09-15,9,19,45
2016-09-16,9,19,61
2016-09-17,9,19,48
2016-09-18,9,19,56
2016-09-19,9,19,46
2016-09-20,9,19,44
2016-09-21,9,19,48
2016-09-22,9,19,55
2016-09-23,9,19,49
2016-09-24,9,19,57
2016-09-25,9,19,53
2016-09-26,9,19,28
2016-09-27,9,19,39
2016-09-28,9,19,44
2016-09-29,9,19,46
2016-09-30,9,19,43
2016-10-01,9,19,43
2016-10-02,9,19,59
2016-10-03,9,19,32
2016-10-04,9,19,28
2016-10-05,9,19,48
2016-10-06,9,19,46
2016-10-07,9,19,39
2016-10-08,9,19,53
2016-10-09,9,19,53
2016-10-10,9,19,35
2016-10-11,9,19,42
2016-10-12,9,19,57
2016-10-13,9,19,63
2016-10-14,9,19,40
2016-10-15,9,19,49
2016-10-16,9,19,49
2016-10-17,9,19,43
2016-10-18,9,19,50
2016-10-19,9,19,43
2016-10-20,9,19,41
2016-10-21,9,19,56
2016-10-22,9,19,38
2016-10-23,9,19,53
2016-10-24,9,19,34
2016-10-25,9,19,35
2016-10-26,9,19,49
2016-10-27,9,19,39
2016-10-28,9,19,48
2016-10-29,9,19,45
2016-10-30,9,19,59
2016-10-31,9,19,40
2016-11-01,9,19,36
2016-11-02,9,19,48
2016-11-03,9,19,48
2016-11-04,9,19,50
2016-11-05,9,19,54
2016-11-06,9,19,71
2016-11-07,9,19,42
2016-11-08,9,19,45
2016-11-09,9,19,35
2016-11-10,9,19,48
2016-11-11,9,19,52
2016-11-12,9,19,56
2016-11-13,9,19,60
2016-11-14,9,19,36
2016-11-15,9,19,44
2016-11-16,9,19,37
2016-11-17,9,19,45
2016-11-18,9,19,48
2016-11-19,9,19,67
2016-11-20,9,19,70
2016-11-21,9,19,24
2016-11-22,9,19,38
2016-11-23,9,19,52
2016-11-24,9,19,48
2016-11-25,9,19,51
2016-11-26,9,19,66
2016-11-27,9,19,46
2016-11-28,9,19,38
2016-11-29,9,19,43
2016-11-30,9,19,37
2016-12-01,9,19,36
2016-12-02,9,19,30
2016-12-03,9,19,33
2016-12-04,9,19,40
2016-12-05,9,19,23
2016-12-06,9,19,35
2016-12-07,9,19,35
2016-12-08,9,19,36
2016-12-09,9,19,33
2016-12-10,9,19,36
2016-12-11,9,19,48
2016-12-12,9,19,26
2016-12-13,9,19,32
2016-12-14,9,19,33
2016-12-15,9,19,31
2016-12-16,9,19,40
2016-12-17,9,19,47
2016-12-18,9,19,46
2016-12-19,9,19,32
2016-12-20,9,19,37
2016-12-21,9,19,36
2016-12-22,9,19,44
2016-12-23,9,19,33
2016-12-24,9,19,51
2016-12-25,9,19,43
2016-12-26,9,19,25
2016-12-27,9,19,28
2016-12-28,9,19,30
2016-12-29,9,19,40
2016-12-30,9,19,35
2016-12-31,9,19,46
2017-01-01,9,19,48
2017-01-02,9,19,28
2017-01-03,9,19,30
2017-01-04,9,19,33
2017-01-05,9,19,37
2017-01-06,9,19,30
2017-01-07,9,19,41
2017-01-08,9,19,41
2017-01-09,9,19,20
2017-01-10,9,19,35
2017-01-11,9,19,26
2017-01-12,9,19,30
2017-01-13,9,19,36
2017-01-14,9,19,43
2017-01-15,9,19,40
2017-01-16,9,19,14
2017-01-17,9,19,28
2017-01-18,9,19,38
2017-01-19,9,19,25
2017-01-20,9,19,39
2017-01-21,9,19,44
2017-01-22,9,19,29
2017-01-23,9,19,31
2017-01-24,9,19,23
2017-01-25,9,19,32
2017-01-26,9,19,36
2017-01-27,9,19,30
2017-01-28,9,19,41
2017-01-29,9,19,50
2017-01-30,9,19,15
2017-01-31,9,19,38
2017-02-01,9,19,35
2017-02-02,9,19,28
2017-02-03,9,19,38
2017-02-04,9,19,45
2017-02-05,9,19,44
2017-02-06,9,19,28
2017-02-07,9,19,34
2017-02-08,9,19,41
2017-02-09,9,19,45
2017-02-10,9,19,37
2017-02-11,9,19,46
2017-02-12,9,19,49
2017-02-13,9,19,25
2017-02-14,9,19,38
2017-02-15,9,19,37
2017-02-16,9,19,21
2017-02-17,9,19,33
2017-02-18,9,19,48
2017-02-19,9,19,43
2017-02-20,9,19,32
2017-02-21,9,19,41
2017-02-22,9,19,27
2017-02-23,9,19,46
2017-02-24,9,19,31
2017-02-25,9,19,42
2017-02-26,9,19,34
2017-02-27,9,19,33
2017-02-28,9,19,23
2017-03-01,9,19,40
2017-03-02,9,19,52
2017-03-03,9,19,52
2017-03-04,9,19,46
2017-03-05,9,19,41
2017-03-06,9,19,35
2017-03-07,9,19,39
2017-03-08,9,19,30
2017-03-09,9,19,46
2017-03-10,9,19,51
2017-03-11,9,19,48
2017-03-12,9,19,59
2017-03-13,9,19,43
2017-03-14,9,19,35
2017-03-15,9,19,56
2017-03-16,9,19,56
2017-03-17,9,19,43
2017-03-18,9,19,50
2017-03-19,9,19,57
2017-03-20,9,19,35
2017-03-21,9,19,36
2017-03-22,9,19,33
2017-03-23,9,19,44
2017-03-24,9,19,36
2017-03-25,9,19,51
2017-03-26,9,19,42
2017-03-27,9,19,40
2017-03-28,9,19,49
2017-03-29,9,19,47
2017-03-30,9,19,42
2017-03-31,9,19,47
2017-04-01,9,19,49
2017-04-02,9,19,55
2017-04-03,9,19,38
2017-04-04,9,19,48
2017-04-05,9,19,48
2017-04-06,9,19,60
2017-04-07,9,19,56
2017-04-08,9,19,59
2017-04-09,9,19,62
2017-04-10,9,19,40
2017-04-11,9,19,39
2017-04-12,9,19,49
2017-04-13,9,19,56
2017-04-14,9,19,44
2017-04-15,9,19,47
2017-04-16,9,19,62
2017-04-17,9,19,41
2017-04-18,9,19,48
2017-04-19,9,19,42
2017-04-20,9,19,43
2017-04-21,9,19,48
2017-04-22,9,19,62
2017-04-23,9,19,68
2017-04-24,9,19,39
2017-04-25,9,19,40
2017-04-26,9,19,43
2017-04-27,9,19,50
2017-04-28,9,19,45
2017-04-29,9,19,45
2017-04-30,9,19,55
2017-05-01,9,19,50
2017-05-02,9,19,54
2017-05-03,9,19,53
2017-05-04,9,19,53
2017-05-05,9,19,57
2017-05-06,9,19,59
2017-05-07,9,19,74
2017-05-08,9,19,48
2017-05-09,9,19,48
2017-05-10,9,19,52
2017-05-11,9,19,56
2017-05-12,9,19,59
2017-05-13,9,19,61
2017-05-14,9,19,67
2017-05-15,9,19,37
2017-05-16,9,19,63
2017-05-17,9,19,54
2017-05-18,9,19,56
2017-05-19,9,19,63
2017-05-20,9,19,69
2017-05-21,9,19,73
2017-05-22,9,19,43
2017-05-23,9,19,44
2017-05-24,9,19,55
2017-05-25,9,19,60
2017-05-26,9,19,53
2017-05-27,9,19,60
2017-05-28,9,19,44
2017-05-29,9,19,36
2017-05-30,9,19,30
2017-05-31,9,19,41
2017-06-01,9,19,70
2017-06-02,9,19,65
2017-06-03,9,19,65
2017-06-04,9,19,74
2017-06-05,9,19,45
2017-06-06,9,19,42
2017-06-07,9,19,55
2017-06-08,9,19,67
2017-06-09,9,19,60
2017-06-10,9,19,66
2017-06-11,9,19,71
2017-06-12,9,19,45
2017-06-13,9,19,53
2017-06-14,9,19,37
2017-06-15,9,19,78
2017-06-16,9,19,72
2017-06-17,9,19,65
2017-06-18,9,19,60
2017-06-19,9,19,47
2017-06-20,9,19,56
2017-06-21,9,19,62
2017-06-22,9,19,65
2017-06-23,9,19,43
2017-06-24,9,19,47
2017-06-25,9,19,75
2017-06-26,9,19,45
2017-06-27,9,19,63
2017-06-28,9,19,49
2017-06-29,9,19,57
2017-06-30,9,19,66
2017-07-01,9,19,64
2017-07-02,9,19,72
2017-07-03,9,19,63
2017-07-04,9,19,62
2017-07-05,9,19,66
2017-07-06,9,19,60
2017-07-07,9,19,69
2017-07-08,9,19,70
2017-07-09,9,19,72
2017-07-10,9,19,47
2017-07-11,9,19,57
2017-07-12,9,19,54
2017-07-13,9,19,58
2017-07-14,9,19,57
2017-07-15,9,19,81
2017-07-16,9,19,52
2017-07-17,9,19,65
2017-07-18,9,19,54
2017-07-19,9,19,51
2017-07-20,9,19,66
2017-07-21,9,19,71
2017-07-22,9,19,64
2017-07-23,9,19,80
2017-07-24,9,19,48
2017-07-25,9,19,57
2017-07-26,9,19,64
2017-07-27,9,19,48
2017-07-28,9,19,73
2017-07-29,9,19,75
2017-07-30,9,19,75
2017-07-31,9,19,49
2017-08-01,9,19,51
2017-08-02,9,19,43
2017-08-03,9,19,56
2017-08-04,9,19,53
2017-08-05,9,19,64
2017-08-06,9,19,49
2017-08-07,9,19,49
2017-08-08,9,19,54
2017-08-09,9,19,61
2017-08-10,9,19,52
2017-08-11,9,19,48
2017-08-12,9,19,58
2017-08-13,9,19,77
2017-08-14,9,19,56
2017-08-15,9,19,48
2017-08-16,9,19,41
2017-08-17,9,19,48
2017-08-18,9,19,55
2017-08-19,9,19,61
2017-08-20,9,19,74
2017-08-21,9,19,37
2017-08-22,9,19,55
2017-08-23,9,19,45
2017-08-24,9,19,51
2017-08-25,9,19,66
2017-08-26,9,19,58
2017-08-27,9,19,53
2017-08-28,9,19,37
2017-08-29,9,19,55
2017-08-30,9,19,55
2017-08-31,9,19,55
2017-09-01,9,19,48
2017-09-02,9,19,57
2017-09-03,9,19,61
2017-09-04,9,19,33
2017-09-05,9,19,44
2017-09-06,9,19,57
2017-09-07,9,19,52
2017-09-08,9,19,57
2017-09-09,9,19,59
2017-09-10,9,19,55
2017-09-11,9,19,43
2017-09-12,9,19,48
2017-09-13,9,19,41
2017-09-14,9,19,36
2017-09-15,9,19,52
2017-09-16,9,19,49
2017-09-17,9,19,63
2017-09-18,9,19,35
2017-09-19,9,19,46
2017-09-20,9,19,52
2017-09-21,9,19,49
2017-09-22,9,19,52
2017-09-23,9,19,60
2017-09-24,9,19,55
2017-09-25,9,19,39
2017-09-26,9,19,44
2017-09-27,9,19,50
2017-09-28,9,19,45
2017-09-29,9,19,54
2017-09-30,9,19,68
2017-10-01,9,19,47
2017-10-02,9,19,32
2017-10-03,9,19,47
2017-10-04,9,19,44
2017-10-05,9,19,52
2017-10-06,9,19,51
2017-10-07,9,19,64
2017-10-08,9,19,56
2017-10-09,9,19,39
2017-10-10,9,19,40
2017-10-11,9,19,50
2017-10-12,9,19,37
2017-10-13,9,19,56
2017-10-14,9,19,64
2017-10-15,9,19,59
2017-10-16,9,19,33
2017-10-17,9,19,55
2017-10-18,9,19,53
2017-10-19,9,19,51
2017-10-20,9,19,46
2017-10-21,9,19,46
2017-10-22,9,19,57
2017-10-23,9,19,37
2017-10-24,9,19,46
2017-10-25,9,19,45
2017-10-26,9,19,54
2017-10-27,9,19,57
2017-10-28,9,19,62
2017-10-29,9,19,69
2017-10-30,9,19,41
2017-10-31,9,19,39
2017-11-01,9,19,58
2017-11-02,9,19,49
2017-11-03,9,19,43
2017-11-04,9,19,52
2017-11-05,9,19,62
2017-11-06,9,19,36
2017-11-07,9,19,50
2017-11-08,9,19,41
2017-11-09,9,19,39
2017-11-10,9,19,51
2017-11-11,9,19,34
2017-11-12,9,19,45
2017-11-13,9,19,46
2017-11-14,9,19,49
2017-11-15,9,19,44
2017-11-16,9,19,46
2017-11-17,9,19,44
2017-11-18,9,19,52
2017-11-19,9,19,59
2017-11-20,9,19,41
2017-11-21,9,19,44
2017-11-22,9,19,48
2017-11-23,9,19,47
2017-11-24,9,19,60
2017-11-25,9,19,49
2017-11-26,9,19,56
2017-11-27,9,19,42
2017-11-28,9,19,44
2017-11-29,9,19,49
2017-11-30,9,19,64
2017-12-01,9,19,29
2017-12-02,9,19,35
2017-12-03,9,19,34
2017-12-04,9,19,29
2017-12-05,9,19,27
2017-12-06,9,19,35
2017-12-07,9,19,27
2017-12-08,9,19,40
2017-12-09,9,19,48
2017-12-10,9,19,32
2017-12-11,9,19,33
2017-12-12,9,19,44
2017-12-13,9,19,38
2017-12-14,9,19,25
2017-12-15,9,19,45
2017-12-16,9,19,39
2017-12-17,9,19,52
2017-12-18,9,19,30
2017-12-19,9,19,32
2017-12-20,9,19,31
2017-12-21,9,19,32
2017-12-22,9,19,36
2017-12-23,9,19,42
2017-12-24,9,19,54
2017-12-25,9,19,23
2017-12-26,9,19,34
2017-12-27,9,19,43
2017-12-28,9,19,38
2017-12-29,9,19,40
2017-12-30,9,19,46
2017-12-31,9,19,47
2013-01-01,10,19,21
2013-01-02,10,19,26
2013-01-03,10,19,25
2013-01-04,10,19,30
2013-01-05,10,19,30
2013-01-06,10,19,32
2013-01-07,10,19,18
2013-01-08,10,19,19
2013-01-09,10,19,25
2013-01-10,10,19,21
2013-01-11,10,19,34
2013-01-12,10,19,26
2013-01-13,10,19,28
2013-01-14,10,19,21
2013-01-15,10,19,22
2013-01-16,10,19,29
2013-01-17,10,19,20
2013-01-18,10,19,28
2013-01-19,10,19,22
2013-01-20,10,19,33
2013-01-21,10,19,19
2013-01-22,10,19,20
2013-01-23,10,19,27
2013-01-24,10,19,33
2013-01-25,10,19,34
2013-01-26,10,19,22
2013-01-27,10,19,26
2013-01-28,10,19,22
2013-01-29,10,19,29
2013-01-30,10,19,13
2013-01-31,10,19,31
2013-02-01,10,19,23
2013-02-02,10,19,36
2013-02-03,10,19,37
2013-02-04,10,19,24
2013-02-05,10,19,28
2013-02-06,10,19,26
2013-02-07,10,19,31
2013-02-08,10,19,43
2013-02-09,10,19,30
2013-02-10,10,19,35
2013-02-11,10,19,32
2013-02-12,10,19,33
2013-02-13,10,19,31
2013-02-14,10,19,25
2013-02-15,10,19,41
2013-02-16,10,19,31
2013-02-17,10,19,27
2013-02-18,10,19,16
2013-02-19,10,19,29
2013-02-20,10,19,35
2013-02-21,10,19,21
2013-02-22,10,19,27
2013-02-23,10,19,32
2013-02-24,10,19,36
2013-02-25,10,19,16
2013-02-26,10,19,20
2013-02-27,10,19,29
2013-02-28,10,19,34
