household_id,PRODUCT_ID,CAMPAIGN,DESCRIPTION,START_DAY,END_DAY,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,basket_id,week_no,day,transaction_time,store_id,campaign_coupon_discount,manuf_coupon_discount,units,amount_list,manuf_coupon_match_discount,total_coupon_discount,instore_discount,amount_paid,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,redemption_type,campaign_availed_day,discount_availed,sales_during_campaign
543,1043730,13,TypeA,504,551,1722,GROCERY,National,FROZEN PIZZA,PIZZA/PREMIUM,28.2 OZ,"","","","","","","","","","","","","",35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
543,1102959,13,TypeA,504,551,2,GROCERY,National,FRZN ICE,ICE - CRUSHED/CUBED,7 LB,"","","","","","","","","","","","","",35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
543,2507926,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,56 OZ,"","","","","","","","","","","","","",35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,private_label,na,not_redeemed,0.0
543,5587214,13,TypeA,504,551,5031,DRUG GM,National,ANTACIDS,ANTI-ACIDS,"","","","","","","","","","","","","","",35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
543,7168059,13,TypeA,504,551,2110,GROCERY,National,ICE CREAM/MILK/SHERBTS,PREMIUM,56 OZ,"","","","","","","","","","","","","",35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
546,265815,13,TypeA,504,551,1487,GROCERY,National,FLUID MILK PRODUCTS,MISCELLANEOUS MILK,64 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
546,918335,13,TypeA,504,551,69,GROCERY,Private,CHEESE,SHREDDED CHEESE,8 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
546,961991,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,56 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
546,1077281,13,TypeA,504,551,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
546,1097458,13,TypeA,504,551,673,PRODUCE,National,POTATOES,POTATOES RUSSET (BULK&BAG),10 LB,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
546,1124142,13,TypeA,504,551,764,DRUG GM,National,SOAP - LIQUID & BAR,BAR SOAP,"","","","","","","","","","","","","","",45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
548,987311,13,TypeA,504,551,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,11.4 OZ,"","","","","","","","","","","","","",35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
548,1007512,13,TypeA,504,551,2082,MEAT-PCKGD,National,HEAT/SERVE,ENTREES,24 OZ,"","","","","","","","","","","","","",35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
548,1098927,13,TypeA,504,551,3041,MEAT,National,PORK,LOIN - CHOPS BONE-IN,"","","","","","","","","","","","","","",35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
548,10368498,13,TypeA,504,551,5764,NUTRITION,National,REFRIGERATED,EGGS,1 DOZEN,"","","","","","","","","","","","","",35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
548,13907063,13,TypeA,504,551,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,15.6 OZ,"","","","","","","","","","","","","",35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
560,1006488,13,TypeA,504,551,2,PRODUCE,National,SEASONAL,PUMPKINS,"","","","","","","","","","","","","","",19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
560,1124823,13,TypeA,504,551,69,GROCERY,Private,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,16 CT,"","","","","","","","","","","","","",19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
560,8204301,13,TypeA,504,551,3393,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SHRIMP,"","","","","","","","","","","","","","",19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
560,9526410,13,TypeA,504,551,544,GROCERY,National,BAG SNACKS,POTATO CHIPS,11.5 OZ,"","","","","","","","","","","","","",19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
567,867188,13,TypeA,504,551,1046,GROCERY,National,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,8 OZ,"","","","","","","","","","","","","",19-24,U,25-34K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
567,956813,13,TypeA,504,551,560,GROCERY,National,MARGARINES,MARGARINE: SQUEEZE,8 OZ,"","","","","","","","","","","","","",19-24,U,25-34K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
567,8249498,13,TypeA,504,551,1425,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ,"","","","","","","","","","","","","",19-24,U,25-34K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
569,882247,13,TypeA,504,551,673,PRODUCE,National,CARROTS,CARROTS BAGGED,3 LB,"","","","","","","","","","","","","",35-44,A,250K+,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
569,909714,13,TypeA,504,551,2,PRODUCE,National,APPLES,APPLES GRANNY SMITH (BULK&BAG),"","","","","","","","","","","","","","",35-44,A,250K+,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
569,929160,13,TypeA,504,551,1256,DRUG GM,National,FIRST AID PRODUCTS,BANDAGE/TAPE,"","","","","","","","","","","","","","",35-44,A,250K+,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
569,989824,13,TypeA,504,551,2,PRODUCE,National,ONIONS,ONIONS WHITE (BULK&BAG),20 LB,"","","","","","","","","","","","","",35-44,A,250K+,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
569,1122115,13,TypeA,504,551,194,GROCERY,National,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,5 OZ,"","","","","","","","","","","","","",35-44,A,250K+,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
569,7169034,13,TypeA,504,551,69,PRODUCE,Private,ORGANICS FRUIT & VEGETABLES,ORGANIC VEGETABLES ALL OTHERS,2 CT,"","","","","","","","","","","","","",35-44,A,250K+,Homeowner,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
569,9526906,13,TypeA,504,551,709,GROCERY,National,BUTTER,BUTTER,8 OZ,"","","","","","","","","","","","","",35-44,A,250K+,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
574,830795,13,TypeA,504,551,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,12 OZ,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
574,833025,13,TypeA,504,551,69,GROCERY,Private,MILK BY-PRODUCTS,SOUR CREAMS,16 OZ,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
574,851349,13,TypeA,504,551,5847,DRUG GM,National,SINUS AND ALLERGY,SINUS AND ALLERGY,30 CT,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
574,912112,13,TypeA,504,551,69,GROCERY,Private,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,12 CT,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
574,928092,13,TypeA,504,551,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,32 OZ,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
574,1019247,13,TypeA,504,551,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1 GA,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
574,8203354,13,TypeA,504,551,3317,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON,"","","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
574,9857389,13,TypeA,504,551,764,DRUG GM,National,ORAL HYGIENE PRODUCTS,DENTAL FLOSS AND IMPLEMENTS,"","","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
575,872137,13,TypeA,504,551,709,GROCERY,National,BUTTER,BUTTER,1 LB,"","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
575,1098066,13,TypeA,504,551,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,11 OZ,"","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
575,7025196,13,TypeA,504,551,69,MEAT,Private,PORK,MARINATED PORK,19OZ,"","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
576,845725,13,TypeA,504,551,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ,"","","","","","","","","","","","","",55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,private_label,na,not_redeemed,0.0
582,1047509,13,TypeA,504,551,2296,DRUG GM,National,HAIR CARE PRODUCTS,SHAMPOO,"","","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,Unknown,3,1,no_discount,na,not_redeemed,0.0
582,1133018,13,TypeA,504,551,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,"","","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,Unknown,3,1,private_label,na,not_redeemed,0.0
582,1456282,13,TypeA,504,551,69,PRODUCE,Private,POTATOES,POTATOES RUSSET (BULK&BAG),10 LB,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,Unknown,3,1,private_label,na,not_redeemed,0.0
582,5586942,13,TypeA,504,551,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,Unknown,3,1,private_label,na,not_redeemed,0.0
582,9297177,13,TypeA,504,551,794,GROCERY,National,COLD CEREAL,KIDS CEREAL,12.7 OZ,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,Unknown,3,1,no_discount,na,not_redeemed,0.0
583,992999,13,TypeA,504,551,69,MEAT-PCKGD,Private,BACON,ECONOMY,24 OZ,"","","","","","","","","","","","","",35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
583,1050851,13,TypeA,504,551,69,MEAT,Private,BEEF,PRIMAL,1 LB,"","","","","","","","","","","","","",35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
583,1102959,13,TypeA,504,551,2,GROCERY,National,FRZN ICE,ICE - CRUSHED/CUBED,7 LB,"","","","","","","","","","","","","",35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
583,9297177,13,TypeA,504,551,794,GROCERY,National,COLD CEREAL,KIDS CEREAL,12.7 OZ,"","","","","","","","","","","","","",35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
586,830795,13,TypeA,504,551,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,12 OZ,"","","","","","","","","","","","","",19-24,A,35-49K,Renter,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
586,860776,13,TypeA,504,551,2,PRODUCE,National,VEGETABLES - ALL OTHERS,CUCUMBERS,36 CT,"","","","","","","","","","","","","",19-24,A,35-49K,Renter,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
586,908318,13,TypeA,504,551,5124,PRODUCE,National,POTATOES,POTATOES OTHER,4 CT,"","","","","","","","","","","","","",19-24,A,35-49K,Renter,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
586,1126808,13,TypeA,504,551,69,GROCERY,Private,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,12 CT,"","","","","","","","","","","","","",19-24,A,35-49K,Renter,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
588,904360,13,TypeA,504,551,673,PRODUCE,National,VEGETABLES SALAD,HEAD LETTUCE,24CT,"","","","","","","","","","","","","",35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
588,943362,13,TypeA,504,551,1179,GROCERY,National,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,18 OZ,"","","","","","","","","","","","","",35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
588,1028816,13,TypeA,504,551,2,PRODUCE,National,TROPICAL FRUIT,AVOCADO,"","","","","","","","","","","","","","",35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
588,1082185,13,TypeA,504,551,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB,"","","","","","","","","","","","","",35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
595,1015280,13,TypeA,504,551,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,128 OZ,"","","","","","","","","","","","","",25-34,U,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
595,1122358,13,TypeA,504,551,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1 GA,"","","","","","","","","","","","","",25-34,U,35-49K,Unknown,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
595,1135971,13,TypeA,504,551,194,GROCERY,National,COLD CEREAL,ADULT CEREAL,17.1 OZ,"","","","","","","","","","","","","",25-34,U,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
595,5576759,13,TypeA,504,551,4944,DRUG GM,National,COLD AND FLU,COLD AND FLU - DXM,"","","","","","","","","","","","","","",25-34,U,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
595,5591395,13,TypeA,504,551,6138,DRUG GM,National,EYE AND EAR CARE PRODUCTS,SOFT LENS - NON CHEMICAL,"","","","","","","","","","","","","","",25-34,U,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
595,10255141,13,TypeA,504,551,857,DRUG GM,National,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,19.6 OZ,"","","","","","","","","","","","","",25-34,U,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
596,914155,13,TypeA,504,551,2872,MEAT,National,BEEF,CHOICE BEEF,"","","","","","","","","","","","","","",45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
596,950849,13,TypeA,504,551,673,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CARROTS,16 OZ,"","","","","","","","","","","","","",45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
596,1007512,13,TypeA,504,551,2082,MEAT-PCKGD,National,HEAT/SERVE,ENTREES,24 OZ,"","","","","","","","","","","","","",45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
596,1055853,13,TypeA,504,551,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,"","","","","","","","","","","","","",45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
596,1067443,13,TypeA,504,551,69,GROCERY,Private,EGGS,EGGS SUBSTITUTE,12 OZ,"","","","","","","","","","","","","",45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,private_label,na,not_redeemed,0.0
596,1071554,13,TypeA,504,551,1282,DRUG GM,National,BABY FOODS,BABY FOOD - BEGINNER,4 OZ,"","","","","","","","","","","","","",45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
596,1116358,13,TypeA,504,551,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,"","","","","","","","","","","","","",45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,no_discount,na,not_redeemed,0.0
597,561701,13,TypeA,504,551,2,PRODUCE,National,ONIONS,ONIONS SWEET (BULK&BAG),40 LB,"","","","","","","","","","","","","",19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,no_discount,na,not_redeemed,0.0
597,887301,13,TypeA,504,551,2722,FLORAL,National,FLORAL BALLOONS,BOUQUET (NON ROSE) ALL OTYHER,14 IN,"","","","","","","","","","","","","",19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,no_discount,na,not_redeemed,0.0
597,921554,13,TypeA,504,551,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ,"","","","","","","","","","","","","",19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,no_discount,na,not_redeemed,0.0
597,8181380,13,TypeA,504,551,118,DRUG GM,National,ORAL HYGIENE PRODUCTS,MOUTHWASH RINSES AND SPRAYS,"","","","","","","","","","","","","","",19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,no_discount,na,not_redeemed,0.0
597,8293890,13,TypeA,504,551,5009,DRUG GM,National,SMOKING CESSATIONS,SMOKING CESSATION,100 CT,"","","","","","","","","","","","","",19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,no_discount,na,not_redeemed,0.0
601,891961,13,TypeA,504,551,2856,MEAT,National,BEEF,PRIMAL,"","","","","","","","","","","","","","",35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
601,937791,13,TypeA,504,551,1071,GROCERY,National,FROZEN PIZZA,SANDWICHES&HANDHELDS,9 OZ,"","","","","","","","","","","","","",35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
601,1058997,13,TypeA,504,551,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,"","","","","","","","","","","","","","",35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
601,1069582,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,64 OZ,"","","","","","","","","","","","","",35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
601,1106523,13,TypeA,504,551,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1 GA,"","","","","","","","","","","","","",35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
601,1112825,13,TypeA,504,551,1225,GROCERY,National,FLUID MILK PRODUCTS,REFRIGERATED COFFEE CREAMERS,32 OZ,"","","","","","","","","","","","","",35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
605,842819,13,TypeA,504,551,5071,DRUG GM,National,FEMININE HYGIENE,FEM YEAST TREATMENTS,7 CT,"","","","","","","","","","","","","",25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
605,845725,13,TypeA,504,551,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ,"","","","","","","","","","","","","",25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
605,929160,13,TypeA,504,551,1256,DRUG GM,National,FIRST AID PRODUCTS,BANDAGE/TAPE,"","","","","","","","","","","","","","",25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
605,1018471,13,TypeA,504,551,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ,"","","","","","","","","","","","","",25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
605,1037417,13,TypeA,504,551,1722,GROCERY,National,FROZEN PIZZA,PIZZA/TRADITIONAL,21.4 OZ,"","","","","","","","","","","","","",25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
605,1068561,13,TypeA,504,551,2082,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,16 OZ,"","","","","","","","","","","","","",25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
606,833900,13,TypeA,504,551,2679,NUTRITION,National,REFRIGERATED,DAIRY CHEESE,8 OZ,"","","","","","","","","","","","","",45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
606,845725,13,TypeA,504,551,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ,"","","","","","","","","","","","","",45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,private_label,na,not_redeemed,0.0
606,849274,13,TypeA,504,551,69,GROCERY,Private,FROZEN PIZZA,PIZZA/PREMIUM,29.5 OZ,"","","","","","","","","","","","","",45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,private_label,na,not_redeemed,0.0
606,894968,13,TypeA,504,551,1453,GROCERY,National,FLUID MILK PRODUCTS,MISCELLANEOUS MILK,16 OZ,"","","","","","","","","","","","","",45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
606,1044153,13,TypeA,504,551,3839,MEAT,National,BEEF,LEAN,"","","","","","","","","","","","","","",45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
606,1085846,13,TypeA,504,551,673,PRODUCE,National,APPLES,APPLES GOLD DELICIOUS (BULK&BA,3 LB,"","","","","","","","","","","","","",45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
607,880150,13,TypeA,504,551,2975,MEAT,National,BEEF,SOUP/STEW,"","","","","","","","","","","","","","",45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
607,887503,13,TypeA,504,551,1238,MEAT,National,SMOKED MEATS,PORK-FULLY COOKED,8 OZ,"","","","","","","","","","","","","",45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
607,890695,13,TypeA,504,551,988,GROCERY,National,FROZEN PIZZA,SNACKS/APPETIZERS,13 OZ,"","","","","","","","","","","","","",45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
607,927382,13,TypeA,504,551,1807,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10 OZ,"","","","","","","","","","","","","",45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
607,952394,13,TypeA,504,551,673,FLORAL,National,FLORAL-FRESH CUT,PREMIUM 16-24 STEMS,LARGE,"","","","","","","","","","","","","",45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
607,9365568,13,TypeA,504,551,3949,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC,"","","","","","","","","","","","","","",45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
608,847270,13,TypeA,504,551,2,PRODUCE,National,CITRUS,LEMONS,"","","","","","","","","","","","","","",25-34,B,25-34K,Renter,1 Adult Kids,5+,3+,no_discount,na,not_redeemed,0.0
608,13672161,13,TypeA,504,551,69,MEAT-PCKGD,Private,HEAT/SERVE,CHICKEN-FULLY COOKED,17 OZ,"","","","","","","","","","","","","",25-34,B,25-34K,Renter,1 Adult Kids,5+,3+,private_label,na,not_redeemed,0.0
609,926523,13,TypeA,504,551,2941,MEAT,National,BEEF,CHOICE BEEF,"","","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
609,934639,13,TypeA,504,551,4310,MEAT,National,CHICKEN,CHICKEN DRUMS,"","","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
609,9365567,13,TypeA,504,551,3948,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC,"","","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
614,966379,13,TypeA,504,551,69,GROCERY,Private,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,16 OZ,"","","","","","","","","","","","","",35-44,A,15-24K,Unknown,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
614,5568197,13,TypeA,504,551,794,GROCERY,National,COLD CEREAL,ALL FAMILY CEREAL,27.5 OZ,"","","","","","","","","","","","","",35-44,A,15-24K,Unknown,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
614,7119117,13,TypeA,504,551,69,DELI,Private,SALADS/DIPS,VEGETABLE SALADS - PREPACK,3 LB,"","","","","","","","","","","","","",35-44,A,15-24K,Unknown,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
621,822407,13,TypeA,504,551,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ,"","","","","","","","","","","","","",45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
621,986947,13,TypeA,504,551,2,PRODUCE,National,CITRUS,ORANGES NAVELS ALL,"","","","","","","","","","","","","","",45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
621,1015280,13,TypeA,504,551,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,128 OZ,"","","","","","","","","","","","","",45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
621,12731306,13,TypeA,504,551,1633,PRODUCE,National,SALAD MIX,REGULAR GARDEN,10 OZ,"","","","","","","","","","","","","",45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
